,name,year,selling_price,km_driven,fuel,owner,seats,max_power (in bph),Mileage(KMPL),Engine (CC)
706,Hyundai,2012,390000,100000,Diesel,Second Owner,5,126.32,22.32,1582
707,Toyota,2015,500000,125000,Diesel,First Owner,5,67.05,23.59,1364
708,Maruti,2013,185000,80000,Petrol,Second Owner,5,47.3,22.74,796
709,Maruti,2018,550000,30000,Petrol,First Owner,5,83.1,21.4,1197
710,Tata,2010,320000,42000,Diesel,First Owner,5,69.0,23.03,1396
711,Maruti,2016,350000,17000,Petrol,First Owner,5,67.04,23.1,998
712,Maruti,2018,500000,40000,Petrol,First Owner,5,81.8,22.0,1197
713,Maruti,2012,350000,70000,Diesel,Second Owner,5,88.8,21.5,1248
714,Hyundai,2019,1050000,27000,Diesel,First Owner,5,88.7,21.38,1396
715,Maruti,2014,490000,50000,Diesel,First Owner,5,74.0,23.4,1248
716,Maruti,2013,190000,60000,Petrol,Second Owner,5,47.3,22.74,796
717,Maruti,2016,270000,60000,Petrol,Second Owner,5,47.3,22.74,796
718,Hyundai,2008,170000,70000,Petrol,Third Owner,5,68.05,19.81,1086
719,Maruti,2018,764000,25000,Petrol,First Owner,5,91.1,20.73,1373
720,Hyundai,2017,280000,31000,Petrol,Second Owner,5,55.2,21.1,814
721,Volkswagen,2011,350000,110000,Diesel,Second Owner,5,103.6,20.54,1598
722,Maruti,2017,570000,35000,Petrol,First Owner,5,83.1,21.4,1197
723,Maruti,2014,185000,10300,Petrol,First Owner,5,47.3,22.74,796
724,Maruti,2019,760000,3000,Petrol,First Owner,5,81.8,21.01,1197
725,Maruti,2018,700000,13000,Petrol,First Owner,5,83.1,21.4,1197
726,Maruti,2016,220000,40000,Petrol,First Owner,5,47.3,22.74,796
727,Hyundai,2017,650000,80000,Diesel,First Owner,5,88.73,21.19,1396
728,Maruti,2017,380000,30000,CNG,First Owner,5,61.7,21.94,1196
729,Toyota,2012,415000,125000,Diesel,Second Owner,5,87.2,21.43,1364
730,Hyundai,2012,225000,110000,Petrol,First Owner,5,68.05,19.81,1086
731,Maruti,2013,600000,30000,Diesel,Second Owner,7,88.76,20.77,1248
732,Maruti,2014,620000,148000,Diesel,Second Owner,7,88.8,20.77,1248
733,Tata,2014,280000,60000,Diesel,Second Owner,5,88.7,23.0,1248
734,Maruti,2012,370000,60000,Diesel,First Owner,5,74.0,22.9,1248
735,Maruti,2020,550000,15000,Petrol,First Owner,5,88.5,23.26,1197
736,Hyundai,2017,385000,42000,Petrol,Second Owner,5,68.05,19.81,1086
737,Maruti,2013,650000,170000,Diesel,Third Owner,7,88.76,20.77,1248
738,Maruti,2012,180000,80000,Petrol,First Owner,5,47.3,22.74,796
739,Hyundai,2013,200000,57000,Petrol,First Owner,5,55.2,21.1,814
740,Hyundai,2014,300000,100000,Petrol,First Owner,5,68.05,19.81,1086
741,Maruti,2014,267000,40000,Petrol,First Owner,5,47.3,22.74,796
742,Hyundai,2017,250000,50000,Petrol,First Owner,5,55.2,21.1,814
743,Maruti,2009,135000,100000,Petrol,First Owner,5,46.3,19.7,796
744,Hyundai,2011,500000,80000,Diesel,First Owner,5,126.32,22.32,1582
745,Maruti,2008,112999,80000,Petrol,Third Owner,5,46.3,19.7,796
746,Ford,2012,325000,150000,Diesel,First Owner,5,68.0,20.0,1399
747,Hyundai,2017,650000,22200,Diesel,First Owner,5,88.73,22.54,1396
748,Maruti,2016,500000,32000,Petrol,First Owner,5,81.8,20.4,1197
749,Renault,2016,645000,120000,Diesel,First Owner,5,83.8,19.87,1461
750,Maruti,2011,114999,10000,Petrol,First Owner,5,46.3,19.7,796
751,Maruti,2018,575000,10000,Petrol,First Owner,5,81.8,20.89,1197
752,Renault,2016,650000,80000,Diesel,First Owner,5,108.45,19.72,1461
753,Maruti,2009,145000,150000,Diesel,Third Owner,5,73.9,21.1,1248
754,Chevrolet,2013,246000,56000,Diesel,First Owner,5,74.0,22.1,1248
755,Volkswagen,2015,560000,43001,Diesel,First Owner,5,108.6,22.27,1498
756,Maruti,2019,470000,9000,Petrol,First Owner,5,67.04,21.63,998
757,Hyundai,2017,850000,35000,Diesel,Third Owner,5,126.2,22.0,1582
758,Renault,2013,550000,100600,Diesel,Third Owner,5,83.8,20.46,1461
759,Maruti,2013,480000,105000,Diesel,Third Owner,5,74.0,23.4,1248
760,Maruti,2010,320000,60000,Petrol,Second Owner,5,85.8,21.1,1197
761,Hyundai,2016,725000,120000,Diesel,First Owner,5,88.73,22.54,1396
762,Volkswagen,2011,325000,134000,Diesel,Second Owner,5,73.9,22.07,1199
763,Ford,2014,320000,120000,Diesel,Third Owner,5,68.05,20.0,1399
764,Maruti,2016,350000,120000,Diesel,Third Owner,5,73.94,23.2,1248
765,Hyundai,2011,470000,89000,Diesel,First Owner,5,90.0,23.0,1396
766,Maruti,2018,680000,28000,Petrol,First Owner,5,81.8,21.21,1197
767,Hyundai,2014,280000,90000,Petrol,First Owner,5,55.2,21.1,814
768,Volkswagen,2013,400000,120000,Diesel,Second Owner,5,103.6,20.54,1598
769,Hyundai,2014,475000,83000,Diesel,Second Owner,5,88.73,22.54,1396
770,Tata,2018,450000,75000,Petrol,First Owner,5,84.0,20.3,1199
771,Maruti,2017,400000,52000,Petrol,First Owner,5,67.0,21.63,998
772,Volkswagen,2012,361000,90000,Diesel,First Owner,5,103.6,20.54,1598
773,Hyundai,2013,390000,53000,Diesel,Second Owner,5,88.76,21.9,1396
774,Maruti,2013,500000,53000,Diesel,First Owner,5,74.0,22.9,1248
775,Maruti,2011,200000,50600,Petrol,First Owner,5,46.3,19.7,796
776,Maruti,2018,580000,120000,Diesel,First Owner,5,74.0,23.4,1248
777,Maruti,2019,660000,10000,Petrol,First Owner,5,83.1,21.4,1197
778,Hyundai,2014,220000,10000,Petrol,First Owner,5,68.05,20.3,998
779,Maruti,2019,509999,10000,Petrol,First Owner,5,81.8,21.21,1197
780,Hyundai,2019,950000,15000,Diesel,First Owner,5,88.7,22.1,1396
781,Maruti,2013,356000,70000,Diesel,Second Owner,5,74.0,23.4,1248
782,Maruti,2013,355000,170000,Diesel,First Owner,5,74.0,22.9,1248
783,Maruti,2011,242000,120000,Diesel,First Owner,5,88.8,21.5,1248
784,Ford,2014,500000,130000,Diesel,Second Owner,5,98.59,22.77,1498
785,Maruti,2020,654000,1000,Petrol,First Owner,5,81.8,21.21,1197
786,Maruti,2019,600000,18000,Petrol,First Owner,5,81.8,21.21,1197
787,Maruti,2016,459999,60000,Petrol,First Owner,5,83.14,20.85,1197
788,Renault,2018,275000,20000,Petrol,First Owner,5,67.0,23.01,999
789,Maruti,2006,94500,44000,Petrol,First Owner,5,46.3,19.7,796
790,Hyundai,2017,1110000,186000,Diesel,First Owner,5,126.2,19.67,1582
791,Maruti,2014,570000,79000,Diesel,Second Owner,7,88.76,20.77,1248
792,Tata,2015,350000,60000,Diesel,First Owner,5,74.0,22.95,1248
793,Maruti,2019,550000,11500,Petrol,First Owner,5,81.8,21.21,1197
794,Hyundai,2012,180000,56000,Petrol,First Owner,5,55.2,21.1,814
795,Maruti,2011,170000,175000,Diesel,Second Owner,5,73.9,21.1,1248
796,Maruti,2014,409999,150000,Diesel,Third Owner,5,74.0,23.4,1248
797,Hyundai,2012,350000,110000,Diesel,Third Owner,5,90.0,23.0,1396
798,Maruti,2010,135000,95000,Petrol,Third Owner,5,46.3,19.7,796
799,Maruti,2010,220000,100000,Diesel,First Owner,5,73.9,21.1,1248
800,Maruti,2014,500000,84000,Diesel,First Owner,5,74.0,23.4,1248
801,Hyundai,2016,875000,40000,Diesel,First Owner,5,88.73,22.54,1396
802,Maruti,2011,175000,175000,Petrol,Second Owner,5,46.3,19.7,796
803,Hyundai,2019,420000,20000,Petrol,Second Owner,5,68.0,20.3,1086
804,Maruti,2012,180000,70000,Petrol,Second Owner,5,46.3,19.7,796
805,Maruti,2007,118000,110000,Petrol,Second Owner,5,46.3,19.7,796
806,Maruti,2009,170000,90000,Petrol,Third Owner,5,46.3,19.7,796
807,Hyundai,2010,180000,120000,Petrol,First Owner,5,78.9,20.36,1197
808,Maruti,2009,155000,120000,Diesel,First Owner,5,73.9,21.1,1248
809,Hyundai,2011,250000,70000,Petrol,First Owner,5,78.9,20.36,1197
810,Volkswagen,2017,550000,50000,Diesel,First Owner,5,108.62,21.66,1498
811,Maruti,2013,380000,76000,Diesel,Second Owner,5,74.0,22.9,1248
812,Renault,2019,650000,5000,Petrol,First Owner,7,72.0,20.0,999
813,Maruti,2013,350000,85000,Diesel,First Owner,5,74.0,22.9,1248
814,Maruti,2018,650000,15000,Petrol,First Owner,5,81.8,21.21,1197
815,Hyundai,2019,1200000,40000,Diesel,First Owner,5,126.2,22.0,1582
816,Hyundai,2015,850000,108000,Diesel,First Owner,5,126.2,19.67,1582
817,Maruti,2015,320000,60000,Petrol,First Owner,5,67.04,20.51,998
818,Tata,2016,325000,50000,Diesel,First Owner,5,88.7,23.0,1248
819,Hyundai,2014,215000,50000,Petrol,First Owner,5,55.2,21.1,814
820,Maruti,2018,560000,25000,Petrol,First Owner,5,81.8,22.0,1197
821,Maruti,2017,400000,30000,Petrol,Second Owner,5,67.04,23.1,998
822,Ford,2017,725000,45000,Diesel,First Owner,5,98.96,23.0,1498
823,Hyundai,2013,229999,39000,Petrol,First Owner,5,78.9,20.36,1197
824,Hyundai,2016,950000,38600,Diesel,First Owner,5,126.2,19.67,1582
825,Hyundai,2017,975000,48698,Diesel,First Owner,5,126.2,19.67,1582
826,Maruti,2018,445000,32995,Petrol,First Owner,5,81.8,20.52,1197
827,Tata,2018,539000,60000,Diesel,First Owner,5,74.0,22.95,1248
828,Renault,2015,550000,130000,Diesel,Second Owner,5,83.8,20.45,1461
829,Volkswagen,2011,330000,120000,Diesel,First Owner,5,73.9,22.07,1199
830,Hyundai,2014,220000,80000,Petrol,Third Owner,5,55.2,21.1,814
831,Maruti,2007,150000,75000,Petrol,First Owner,5,46.3,19.7,796
832,Maruti,2009,170000,90000,Petrol,Second Owner,5,46.3,19.7,796
833,Toyota,2018,730000,90000,Diesel,First Owner,5,67.05,23.59,1364
834,Tata,2016,320000,120000,Diesel,First Owner,5,74.0,22.95,1248
835,Hyundai,2014,300000,30000,Petrol,Second Owner,5,78.9,20.36,1197
836,Maruti,2016,562000,25339,Petrol,First Owner,5,83.1,21.4,1197
837,Hyundai,2014,250000,10000,Petrol,First Owner,5,55.2,21.1,814
838,Tata,2017,484999,35000,Diesel,First Owner,5,88.7,20.65,1248
839,Hyundai,2013,280000,35000,Petrol,Second Owner,5,78.9,20.36,1197
840,Maruti,2015,571000,68000,Diesel,Second Owner,7,88.76,20.77,1248
841,Tata,2012,175000,60000,Diesel,First Owner,5,74.0,22.3,1248
842,Ford,2011,204999,70000,Diesel,Second Owner,5,68.0,20.0,1399
843,Mahindra,2015,445000,62000,Diesel,First Owner,7,74.96,21.0,1498
844,Hyundai,2016,819999,39000,Diesel,First Owner,5,126.2,19.67,1582
845,Hyundai,2016,825000,39000,Diesel,First Owner,5,88.7,21.38,1396
846,Ford,2015,599000,92651,Diesel,First Owner,5,98.96,21.7,1498
847,Hyundai,2013,165000,45000,Petrol,Second Owner,5,55.2,21.1,814
848,Maruti,2016,470000,23700,Petrol,First Owner,5,81.8,20.4,1197
849,Renault,2017,900000,50000,Diesel,First Owner,5,108.45,20.37,1461
850,Hyundai,2017,715000,60000,Diesel,First Owner,5,88.73,21.19,1396
851,Ford,2014,300000,80000,Diesel,First Owner,5,68.05,20.0,1399
852,Hyundai,2016,380000,80000,Petrol,First Owner,5,68.05,19.81,1086
853,Hyundai,2014,351000,25000,Petrol,First Owner,5,78.9,20.36,1197
854,Maruti,2020,350000,5000,Petrol,First Owner,5,47.3,22.05,796
855,Hyundai,2015,535000,80000,Diesel,First Owner,5,88.73,22.54,1396
856,Hyundai,2016,280000,19000,Petrol,First Owner,5,55.2,21.1,814
857,Maruti,2019,650000,33000,Petrol,First Owner,5,81.8,21.21,1197
858,Hyundai,2020,360000,65000,Petrol,Second Owner,5,81.86,20.14,1197
859,Volkswagen,2017,575000,40000,Diesel,First Owner,5,108.62,21.66,1498
860,Maruti,2016,325000,50000,Petrol,First Owner,5,67.04,20.51,998
861,Maruti,2016,250000,20000,Petrol,First Owner,5,47.3,22.74,796
862,Renault,2014,425000,69000,Diesel,First Owner,5,83.8,19.87,1461
863,Maruti,2016,500000,22947,Petrol,First Owner,5,81.8,20.4,1197
864,Hyundai,2013,300000,30000,Petrol,Second Owner,5,78.9,20.36,1197
865,Hyundai,2016,270000,7672,Petrol,First Owner,5,55.2,21.1,814
866,Maruti,2010,160000,36659,Petrol,First Owner,5,46.3,19.7,796
867,Maruti,2009,160000,70000,Petrol,Third Owner,5,46.3,19.7,796
868,Ford,2012,220000,100000,Diesel,Second Owner,5,68.0,20.0,1399
869,Hyundai,2017,670000,48000,Diesel,First Owner,5,88.73,22.54,1396
870,Hyundai,2018,780000,35000,Diesel,First Owner,5,88.73,22.54,1396
871,Maruti,2017,515000,23000,Petrol,First Owner,5,83.1,21.4,1197
872,Hyundai,2017,800000,14000,Diesel,First Owner,5,88.73,22.54,1396
873,Hyundai,2013,200000,60000,Petrol,Second Owner,5,55.2,21.1,814
874,Maruti,2013,250000,35000,Petrol,First Owner,5,67.1,20.92,998
875,Renault,2012,250000,120000,Diesel,Third Owner,5,78.0,21.8,1461
876,Maruti,2014,650000,68000,Diesel,First Owner,5,74.0,22.9,1248
877,Honda,2016,950000,60000,Diesel,First Owner,7,98.6,21.9,1498
878,Hyundai,2016,300000,35000,Petrol,First Owner,5,55.2,21.1,814
879,Tata,2017,493000,40000,Petrol,First Owner,5,84.0,20.3,1199
880,Ford,2010,185000,124316,Diesel,Second Owner,5,68.0,20.0,1399
881,Mahindra,2019,1225000,6544,Diesel,First Owner,5,115.0,20.0,1497
882,Hyundai,2008,130000,30000,Petrol,Second Owner,5,68.05,19.81,1086
883,Maruti,2019,685000,19000,Petrol,First Owner,5,83.1,21.4,1197
884,Maruti,2020,399000,5000,CNG,First Owner,5,61.7,21.94,1196
885,Maruti,2012,450000,97000,Diesel,Third Owner,5,74.0,22.9,1248
886,Ford,2012,320000,103994,Diesel,Fourth & Above Owner,5,68.0,20.0,1399
887,Maruti,2011,350000,115000,Diesel,Fourth & Above Owner,5,88.8,21.5,1248
888,Tata,2012,285000,178000,Diesel,Second Owner,5,74.0,22.3,1248
889,Ford,2011,300000,80000,Diesel,First Owner,5,68.0,20.0,1399
890,Maruti,2004,100000,100000,Petrol,Second Owner,5,46.3,19.7,796
891,Hyundai,2012,300000,41000,Petrol,Second Owner,5,78.9,20.36,1197
892,Maruti,2011,199000,70000,Petrol,Third Owner,5,67.1,20.92,998
893,Renault,2012,545000,90000,Diesel,Second Owner,5,83.8,20.46,1461
894,Maruti,2014,570000,80000,Diesel,Second Owner,7,88.8,20.77,1248
895,Maruti,2009,114999,100000,Petrol,First Owner,5,46.3,19.7,796
896,Tata,2018,450000,35000,Petrol,First Owner,5,84.0,20.3,1199
897,Renault,2019,600000,5000,Petrol,First Owner,7,72.0,20.0,999
898,Maruti,2014,254999,40000,Petrol,Second Owner,5,67.1,20.92,998
899,Maruti,2008,221000,35008,Petrol,First Owner,5,67.05,21.79,998
900,Toyota,2014,480000,54891,Diesel,First Owner,5,67.04,23.59,1364
901,Hyundai,2018,1000000,30000,Diesel,First Owner,5,126.2,22.0,1582
902,Renault,2012,245000,100000,Diesel,First Owner,5,63.1,23.08,1461
903,Toyota,2010,425000,83585,Diesel,First Owner,5,87.2,21.43,1364
904,Renault,2017,750000,48406,Diesel,First Owner,5,83.8,19.87,1461
905,Hyundai,2016,570000,56239,Diesel,First Owner,5,88.73,22.54,1396
906,Maruti,2015,585000,33243,Petrol,First Owner,5,83.1,21.4,1197
907,Renault,2018,900000,35000,Diesel,First Owner,7,83.8,21.04,1461
908,Maruti,2015,400000,50000,Petrol,First Owner,5,83.11,20.4,1197
909,Maruti,2009,140000,35000,Petrol,First Owner,5,46.3,19.7,796
910,Maruti,2017,380000,29000,Petrol,First Owner,5,67.0,20.51,998
911,Maruti,2018,630000,15000,Petrol,First Owner,5,81.8,21.21,1197
912,Maruti,2009,120000,17000,Petrol,First Owner,5,46.3,19.7,796
913,Tata,2012,287000,120000,Diesel,First Owner,5,88.8,21.12,1248
914,Maruti,2016,550000,45000,Petrol,First Owner,5,83.1,21.4,1197
915,Maruti,2016,300000,25000,Petrol,First Owner,5,47.3,22.74,796
916,Maruti,2015,300000,50000,Petrol,Third Owner,5,67.04,20.51,998
917,Hyundai,2010,210000,110000,Petrol,First Owner,5,78.9,20.36,1197
918,Hyundai,2013,500000,87000,Diesel,Second Owner,5,126.32,22.32,1582
919,Maruti,2013,509999,148000,Diesel,First Owner,7,88.8,20.77,1248
920,Hyundai,2013,459999,60000,Diesel,Second Owner,5,88.76,21.27,1396
921,Maruti,2015,310000,18000,Petrol,First Owner,5,47.3,22.74,796
922,Tata,2018,775000,80000,Diesel,First Owner,5,74.0,22.95,1248
923,Maruti,2004,105000,96000,Petrol,Third Owner,5,46.3,19.7,796
924,Hyundai,2013,360000,210000,Diesel,Third Owner,5,88.76,21.9,1396
925,Volkswagen,2012,400000,60000,Diesel,Third Owner,5,105.0,20.5,1598
926,Maruti,2014,600000,90000,Diesel,First Owner,5,74.0,23.4,1248
927,Mahindra,2012,140000,120000,Diesel,Second Owner,5,65.0,21.03,1461
928,Tata,2008,210000,100000,Diesel,First Owner,5,70.0,19.61,1405
929,Hyundai,2008,200000,40000,Petrol,First Owner,5,78.9,20.36,1197
930,Tata,2013,316000,140000,Diesel,First Owner,5,88.76,21.02,1248
931,Maruti,2015,650000,100000,Diesel,First Owner,7,88.76,20.77,1248
932,Ford,2014,400000,30000,Diesel,First Owner,5,68.05,20.0,1399
933,Ford,2018,900000,19000,Diesel,First Owner,5,98.96,23.0,1498
934,Hyundai,2015,600000,40000,Diesel,First Owner,5,88.73,22.54,1396
935,Hyundai,2014,575000,106000,Diesel,First Owner,5,126.32,22.32,1582
936,Volkswagen,2012,280000,80000,Diesel,Third Owner,5,103.6,20.54,1598
937,Hyundai,2015,580000,74000,Diesel,Second Owner,5,88.73,21.19,1396
938,Hyundai,2013,500000,70000,Diesel,Third Owner,5,126.32,22.32,1582
939,Hyundai,2011,225000,80000,Petrol,Second Owner,5,78.9,20.36,1197
940,Hyundai,2011,350000,100000,Diesel,Second Owner,5,90.0,23.0,1396
941,Hyundai,2011,235000,80000,Petrol,Second Owner,5,78.9,20.36,1197
942,Maruti,2010,190000,35000,Petrol,First Owner,5,46.3,19.7,796
943,Tata,2011,325000,79000,Diesel,First Owner,5,88.8,21.12,1248
944,Volkswagen,2011,300000,120000,Diesel,Third Owner,5,103.6,20.54,1598
945,Tata,2017,550000,10000,Petrol,First Owner,5,84.0,20.3,1199
946,Maruti,2013,450000,108800,Diesel,Third Owner,5,74.0,22.9,1248
947,Hyundai,2009,199000,70000,Petrol,Second Owner,5,78.9,20.36,1197
948,Ford,2011,240000,72000,Diesel,First Owner,5,68.0,20.0,1399
949,Maruti,2006,120000,100000,Petrol,Second Owner,5,46.3,19.7,796
950,Hyundai,2017,265000,100000,Petrol,First Owner,5,55.2,21.1,814
951,Maruti,2008,100000,120000,Petrol,Second Owner,8,35.0,19.7,796
952,Tata,2015,400000,100000,Diesel,First Owner,5,88.7,23.0,1248
953,Hyundai,2013,345000,40000,Diesel,First Owner,5,88.8,21.9,1396
954,Maruti,2018,620000,15000,Petrol,First Owner,5,81.8,20.89,1197
955,Maruti,2018,700000,10000,Petrol,Second Owner,5,83.1,21.4,1197
956,Tata,2012,200000,90000,Diesel,First Owner,5,74.0,22.3,1248
957,Toyota,2011,365000,185000,Diesel,Second Owner,5,87.2,21.43,1364
958,Maruti,2018,740000,9000,Petrol,First Owner,5,83.1,21.4,1197
959,Maruti,2019,570000,19000,Petrol,Second Owner,5,81.8,20.89,1197
960,Tata,2013,250000,100000,Diesel,First Owner,5,70.0,23.57,1396
961,Maruti,2017,430000,20000,Petrol,First Owner,5,67.0,20.51,998
962,Hyundai,2014,225000,35000,Petrol,First Owner,5,55.2,21.1,814
963,Hyundai,2014,440000,70000,Diesel,Second Owner,5,88.73,22.54,1396
964,Maruti,2013,420000,105000,Diesel,Second Owner,5,74.0,23.4,1248
965,Renault,2013,425000,152186,Diesel,Second Owner,5,83.8,20.45,1461
966,Hyundai,2013,295000,82246,Petrol,First Owner,5,78.9,20.36,1197
967,Maruti,2016,540000,20000,Petrol,First Owner,5,81.8,20.4,1197
968,Toyota,2011,350000,100000,Diesel,Second Owner,5,67.1,23.59,1364
969,Ford,2011,250000,78562,Diesel,First Owner,5,68.0,20.0,1399
970,Hyundai,2011,450000,96000,Diesel,Fourth & Above Owner,5,126.32,22.32,1582
971,Hyundai,2014,420000,50000,Diesel,First Owner,5,88.73,22.54,1396
972,Hyundai,2011,375000,35000,Diesel,Second Owner,5,126.32,22.32,1582
973,Maruti,2017,430000,10000,Petrol,First Owner,5,67.04,23.1,998
974,Maruti,2017,630000,35000,Petrol,First Owner,5,83.1,21.4,1197
975,Tata,2018,550000,23000,Petrol,First Owner,5,84.0,20.3,1199
976,Hyundai,2013,370000,80000,Diesel,First Owner,5,88.76,21.9,1396
977,Maruti,2019,550000,40000,Petrol,First Owner,5,81.8,21.21,1197
978,Renault,2017,300000,30000,Petrol,First Owner,5,67.0,23.01,999
979,Tata,2011,150000,120000,Diesel,First Owner,5,69.0,23.03,1396
980,Hyundai,2016,550000,90000,Diesel,Second Owner,5,88.73,22.54,1396
981,Hyundai,2015,500000,90000,Diesel,First Owner,5,88.73,22.54,1396
982,Maruti,2014,525000,110000,Diesel,Second Owner,7,88.76,20.77,1248
983,Renault,2019,220000,90000,Petrol,First Owner,5,67.0,23.01,999
984,Maruti,2013,215000,35000,Petrol,First Owner,5,47.3,22.74,796
985,Volkswagen,2012,335000,100000,Diesel,First Owner,5,103.6,20.54,1598
986,Ford,2011,135000,120000,Diesel,Second Owner,5,68.0,20.0,1399
987,Hyundai,2017,575000,50000,Diesel,First Owner,5,88.73,22.54,1396
988,Hyundai,2014,170000,70000,Petrol,Second Owner,5,55.2,21.1,814
989,Maruti,2014,250999,30000,Petrol,First Owner,5,47.3,22.74,796
990,Maruti,2020,250999,30000,Petrol,First Owner,5,47.3,22.05,796
991,Maruti,2013,170000,60000,Petrol,Second Owner,5,47.3,22.74,796
992,Maruti,2014,250000,20000,Petrol,First Owner,5,47.3,22.74,796
993,Hyundai,2013,200000,80000,Petrol,First Owner,5,55.2,21.1,814
994,Hyundai,2017,270000,50000,Petrol,First Owner,5,55.2,21.1,814
995,Mahindra,2018,400000,50000,Diesel,First Owner,8,45.0,23.5,909
996,Maruti,2010,217000,120000,Diesel,First Owner,5,73.9,21.1,1248
997,Maruti,2017,810000,80000,Petrol,First Owner,5,91.1,20.73,1373
998,Maruti,2015,369000,20000,Petrol,Second Owner,5,67.04,20.51,998
999,Hyundai,2017,750000,27000,Diesel,First Owner,5,88.73,22.54,1396
1000,Hyundai,2013,520000,88000,Diesel,Second Owner,5,126.32,22.32,1582
1001,Hyundai,2012,415000,80000,Diesel,Second Owner,5,126.32,22.32,1582
1002,Hyundai,2019,700000,60000,Diesel,First Owner,5,88.76,22.54,1396
1003,Maruti,2017,484999,26000,Petrol,Second Owner,5,81.8,21.21,1197
1004,Hyundai,2014,220000,60000,Petrol,Second Owner,5,55.2,21.1,814
1005,Hyundai,2014,320000,80000,Petrol,Second Owner,5,78.9,20.36,1197
1006,Maruti,2011,375000,90000,Diesel,Second Owner,5,74.0,22.9,1248
1007,Hyundai,2012,440000,80000,Diesel,Second Owner,5,126.32,22.32,1582
1008,Toyota,2014,420000,120000,Diesel,First Owner,5,67.04,23.59,1364
1009,Volkswagen,2019,800000,25000,Diesel,First Owner,5,108.62,21.66,1498
1010,Toyota,2015,450000,25000,Diesel,First Owner,5,67.04,23.59,1364
1011,Maruti,2012,459999,87000,Diesel,First Owner,7,88.76,20.77,1248
1012,Tata,2011,149000,148000,Diesel,Second Owner,5,88.8,21.12,1248
1013,Maruti,2014,501000,68000,Diesel,First Owner,5,74.0,22.9,1248
1014,Hyundai,2016,275000,47000,Petrol,First Owner,5,55.2,21.1,814
1015,Hyundai,2018,825000,71500,Diesel,First Owner,5,88.73,22.54,1396
1016,Toyota,2012,411000,110000,Diesel,First Owner,5,67.04,23.59,1364
1017,Maruti,2012,511000,8500,Petrol,First Owner,5,81.8,22.0,1197
1018,Volkswagen,2012,300000,60300,Diesel,First Owner,5,73.9,22.07,1199
1019,Tata,2015,400000,35000,Diesel,First Owner,5,88.7,23.0,1248
1020,Hyundai,2008,180000,44391,Petrol,Second Owner,5,68.05,19.81,1086
1021,Toyota,2013,325000,120000,Diesel,First Owner,5,67.06,23.59,1364
1022,Tata,2015,350000,90000,Diesel,Second Owner,5,88.7,23.0,1248
1023,Hyundai,2017,300000,15151,Petrol,Second Owner,5,55.2,21.1,814
1024,Hyundai,2011,206000,100000,Petrol,First Owner,5,68.05,19.81,1086
1025,Toyota,2014,415000,146000,Diesel,First Owner,5,67.06,23.59,1364
1026,Hyundai,2017,350000,20000,Petrol,First Owner,5,55.2,21.1,814
1027,Toyota,2017,632000,150000,Diesel,First Owner,5,67.05,23.59,1364
1028,Maruti,2014,325000,70000,CNG,Second Owner,5,61.7,21.94,1196
1029,Hyundai,2008,180000,100000,Petrol,Third Owner,5,68.05,19.81,1086
1030,Maruti,2014,450000,15000,Diesel,Second Owner,7,88.76,20.77,1248
1031,Toyota,2016,509999,80000,Diesel,Second Owner,5,67.05,23.59,1364
1032,Maruti,2011,140000,72000,Petrol,Second Owner,5,46.3,19.7,796
1033,Renault,2012,400000,100000,Diesel,Second Owner,5,83.8,20.46,1461
1034,Hyundai,2014,620000,110000,Diesel,First Owner,5,88.73,22.54,1396
1035,Hyundai,2012,190000,100000,Petrol,First Owner,5,55.2,21.1,814
1036,Hyundai,2018,380000,25000,Petrol,First Owner,5,55.2,21.1,814
1037,Ford,2019,1145000,20000,Diesel,First Owner,5,98.96,23.0,1498
1038,Tata,2017,540000,70000,Diesel,First Owner,5,74.0,22.95,1248
1039,Maruti,2009,135000,50000,Petrol,First Owner,5,46.3,19.7,796
1040,Maruti,2016,411000,25000,Petrol,Second Owner,5,67.04,23.1,998
1041,Maruti,2012,335000,72072,Diesel,First Owner,5,73.9,21.1,1248
1042,Ford,2012,300000,54000,Diesel,First Owner,5,68.0,20.0,1399
1043,Hyundai,2012,415000,82082,Diesel,First Owner,5,88.73,22.54,1396
1044,Hyundai,2018,1150000,49000,Diesel,First Owner,5,126.2,22.0,1582
1045,Hyundai,2013,195000,58609,Petrol,Second Owner,5,55.2,21.1,814
1046,Tata,2018,749000,30000,Diesel,First Owner,5,108.5,21.5,1497
1047,Mahindra,2011,200000,120000,Diesel,Third Owner,5,64.1,21.0,1461
1048,Tata,2014,240000,168000,Diesel,Second Owner,5,74.0,22.3,1248
1049,Maruti,2008,145000,120000,Petrol,Second Owner,5,46.3,19.7,796
1050,Maruti,2016,450000,5800,Petrol,Second Owner,5,67.04,20.51,998
1051,Hyundai,2016,335000,17000,Petrol,First Owner,5,55.2,21.1,814
1052,Maruti,2018,459999,5000,Petrol,First Owner,5,67.04,20.51,998
1053,Tata,2012,140000,195000,Diesel,Second Owner,5,88.8,21.12,1248
1054,Hyundai,2012,200000,70000,Petrol,First Owner,5,55.2,21.1,814
1055,Hyundai,2012,180000,100000,Petrol,Second Owner,5,55.2,21.1,814
1056,Maruti,2015,550000,25000,Petrol,First Owner,5,81.8,20.4,1197
1057,Maruti,2012,550000,67000,Diesel,First Owner,7,88.76,20.77,1248
